id_trabajador;comunidad_autonoma;sector;tipo_jornada;genero;edad;salario_bruto_anual_eur;salario_bruto_mensual_eur
TRAB_01000;Madrid, Comunidad de;Hostelería;Tiempo parcial;Mujeres;41;10500.0;750.0
TRAB_01001;Canarias;Hostelería;Tiempo parcial;Hombres;37;10500.0;750.0
TRAB_01002;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Hombres;61;28623.94;2044.57
TRAB_01003;Cataluña;Información y comunicaciones (Tech);Tiempo completo;Hombres;38;39903.9;2850.28
TRAB_01004;País Vasco;Información y comunicaciones (Tech);Tiempo completo;Mujeres;59;27789.36;1984.95
TRAB_01005;País Vasco;Información y comunicaciones (Tech);Tiempo completo;Hombres;27;41419.79;2958.56
TRAB_01006;Galicia;Hostelería;Tiempo parcial;Hombres;52;11360.08;811.43
TRAB_01007;Balears, Illes;Información y comunicaciones (Tech);Tiempo completo;Hombres;61;27793.14;1985.22
TRAB_01008;Andalucía;Información y comunicaciones (Tech);Tiempo completo;Hombres;39;29031.43;2073.67
TRAB_01009;Balears, Illes;Información y comunicaciones (Tech);Tiempo completo;Hombres;29;39818.95;2844.21
TRAB_01010;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Mujeres;52;29322.97;2094.5
TRAB_01011;Comunitat Valenciana;Hostelería;Tiempo parcial;Hombres;36;10500.0;750.0
TRAB_01012;Andalucía;Hostelería;Tiempo completo;Hombres;36;11703.4;835.96
TRAB_01013;Comunitat Valenciana;Hostelería;Tiempo completo;Mujeres;32;19031.2;1359.37
TRAB_01014;Madrid, Comunidad de;Hostelería;Tiempo parcial;Hombres;35;10949.8;782.13
TRAB_01015;Comunitat Valenciana;Hostelería;Tiempo parcial;Mujeres;33;10826.48;773.32
TRAB_01016;Comunitat Valenciana;Hostelería;Tiempo completo;Mujeres;36;14326.01;1023.29
TRAB_01017;Galicia;Información y comunicaciones (Tech);Tiempo completo;Hombres;44;19713.73;1408.12
TRAB_01018;Cataluña;Hostelería;Tiempo parcial;Hombres;39;10500.0;750.0
TRAB_01019;Comunitat Valenciana;Información y comunicaciones (Tech);Tiempo completo;Mujeres;55;33660.91;2404.35
TRAB_01020;País Vasco;Información y comunicaciones (Tech);Tiempo completo;Hombres;51;48861.0;3490.07
TRAB_01021;Madrid, Comunidad de;Hostelería;Tiempo parcial;Mujeres;45;13186.32;941.88
TRAB_01022;Balears, Illes;Hostelería;Tiempo parcial;Hombres;22;14022.61;1001.62
TRAB_01023;Madrid, Comunidad de;Hostelería;Tiempo parcial;Mujeres;28;12649.08;903.51
TRAB_01024;Madrid, Comunidad de;Hostelería;Tiempo parcial;Hombres;39;10617.32;758.38
TRAB_01025;Galicia;Información y comunicaciones (Tech);Tiempo completo;Mujeres;29;29308.96;2093.5
TRAB_01026;Andalucía;Hostelería;Tiempo completo;Mujeres;28;15463.33;1104.52
TRAB_01027;Madrid, Comunidad de;Hostelería;Tiempo completo;Hombres;35;19199.68;1371.41
TRAB_01028;Andalucía;Hostelería;Tiempo completo;Mujeres;63;15129.99;1080.71
TRAB_01029;Madrid, Comunidad de;Hostelería;Tiempo completo;Hombres;44;20391.65;1456.55
TRAB_01030;País Vasco;Hostelería;Tiempo parcial;Hombres;63;10500.0;750.0
TRAB_01031;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Mujeres;36;49868.92;3562.07
TRAB_01032;Comunitat Valenciana;Hostelería;Tiempo parcial;Hombres;31;10500.0;750.0
TRAB_01033;Andalucía;Hostelería;Tiempo completo;Hombres;23;20386.32;1456.17
TRAB_01034;Comunitat Valenciana;Hostelería;Tiempo parcial;Hombres;31;10500.0;750.0
TRAB_01035;Comunitat Valenciana;Hostelería;Tiempo completo;Hombres;27;19455.71;1389.69
TRAB_01036;País Vasco;Hostelería;Tiempo parcial;Hombres;61;10500.0;750.0
TRAB_01037;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Hombres;30;37131.27;2652.23
TRAB_01038;Cataluña;Hostelería;Tiempo parcial;Mujeres;45;10500.0;750.0
TRAB_01039;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Hombres;56;35014.28;2501.02
TRAB_01040;Cataluña;Información y comunicaciones (Tech);Tiempo completo;Hombres;38;51778.45;3698.46
TRAB_01041;Andalucía;Hostelería;Tiempo parcial;Hombres;54;10500.0;750.0
TRAB_01042;Comunitat Valenciana;Hostelería;Tiempo completo;Mujeres;34;18623.85;1330.27
TRAB_01043;Cataluña;Hostelería;Tiempo completo;Hombres;62;16490.18;1177.87
TRAB_01044;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Hombres;60;18359.05;1311.36
TRAB_01045;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Hombres;25;42601.11;3042.94
TRAB_01046;Comunitat Valenciana;Información y comunicaciones (Tech);Tiempo completo;Mujeres;37;38317.62;2736.97
TRAB_01047;Cataluña;Hostelería;Tiempo parcial;Hombres;60;10500.0;750.0
TRAB_01048;Balears, Illes;Hostelería;Tiempo parcial;Mujeres;62;11048.1;789.15
TRAB_01049;Cataluña;Hostelería;Tiempo completo;Mujeres;38;28691.8;2049.41
TRAB_01050;Galicia;Información y comunicaciones (Tech);Tiempo completo;Hombres;54;38285.5;2734.68
TRAB_01051;Comunitat Valenciana;Hostelería;Tiempo completo;Mujeres;35;20424.0;1458.86
TRAB_01052;Castilla y León;Hostelería;Tiempo parcial;Mujeres;46;10809.56;772.11
TRAB_01053;Castilla y León;Hostelería;Tiempo parcial;Mujeres;60;10723.01;765.93
TRAB_01054;Cataluña;Información y comunicaciones (Tech);Tiempo completo;Mujeres;63;24769.56;1769.25
TRAB_01055;Andalucía;Información y comunicaciones (Tech);Tiempo completo;Hombres;63;47587.32;3399.09
TRAB_01056;Andalucía;Hostelería;Tiempo parcial;Mujeres;29;10500.0;750.0
TRAB_01057;Andalucía;Información y comunicaciones (Tech);Tiempo parcial;Hombres;33;16333.42;1166.67
TRAB_01058;Castilla y León;Información y comunicaciones (Tech);Tiempo completo;Mujeres;36;30090.2;2149.3
TRAB_01059;Canarias;Hostelería;Tiempo completo;Hombres;59;13943.03;995.93
TRAB_01060;Cataluña;Hostelería;Tiempo parcial;Mujeres;43;11427.38;816.24
TRAB_01061;Cataluña;Hostelería;Tiempo completo;Hombres;27;26969.5;1926.39
TRAB_01062;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Hombres;29;58490.4;4177.89
TRAB_01063;Madrid, Comunidad de;Hostelería;Tiempo completo;Mujeres;32;15572.44;1112.32
TRAB_01064;Comunitat Valenciana;Información y comunicaciones (Tech);Tiempo completo;Hombres;44;49665.17;3547.51
TRAB_01065;Madrid, Comunidad de;Hostelería;Tiempo parcial;Hombres;59;12550.24;896.45
TRAB_01066;Andalucía;Hostelería;Tiempo parcial;Mujeres;48;10500.0;750.0
TRAB_01067;Balears, Illes;Información y comunicaciones (Tech);Tiempo completo;Mujeres;31;44646.53;3189.04
TRAB_01068;Comunitat Valenciana;Hostelería;Tiempo parcial;Mujeres;61;10500.0;750.0
TRAB_01069;Madrid, Comunidad de;Hostelería;Tiempo completo;Mujeres;40;19769.78;1412.13
TRAB_01070;Madrid, Comunidad de;Hostelería;Tiempo completo;Hombres;28;12986.03;927.57
TRAB_01071;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo parcial;Hombres;45;16628.07;1187.72
TRAB_01072;Canarias;Hostelería;Tiempo parcial;Mujeres;45;10500.0;750.0
TRAB_01073;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Mujeres;34;43924.05;3137.43
TRAB_01074;Galicia;Información y comunicaciones (Tech);Tiempo completo;Mujeres;52;39594.56;2828.18
TRAB_01075;Comunitat Valenciana;Hostelería;Tiempo parcial;Hombres;32;11262.13;804.44
TRAB_01076;Canarias;Hostelería;Tiempo parcial;Mujeres;42;12675.39;905.38
TRAB_01077;Galicia;Información y comunicaciones (Tech);Tiempo completo;Mujeres;23;28220.05;2015.72
TRAB_01078;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo parcial;Mujeres;50;20554.18;1468.16
TRAB_01079;País Vasco;Información y comunicaciones (Tech);Tiempo completo;Mujeres;58;42190.54;3013.61
TRAB_01080;Comunitat Valenciana;Hostelería;Tiempo parcial;Hombres;31;10500.0;750.0
TRAB_01081;Cataluña;Información y comunicaciones (Tech);Tiempo completo;Hombres;24;47151.4;3367.96
TRAB_01082;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Mujeres;38;48762.6;3483.04
TRAB_01083;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Hombres;57;39247.63;2803.4
TRAB_01084;Cataluña;Hostelería;Tiempo parcial;Mujeres;54;11152.93;796.64
TRAB_01085;Castilla y León;Información y comunicaciones (Tech);Tiempo completo;Mujeres;37;30539.56;2181.4
TRAB_01086;Andalucía;Hostelería;Tiempo parcial;Mujeres;43;10500.0;750.0
TRAB_01087;Comunitat Valenciana;Información y comunicaciones (Tech);Tiempo completo;Hombres;54;23119.2;1651.37
TRAB_01088;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Hombres;51;32436.49;2316.89
TRAB_01089;Balears, Illes;Información y comunicaciones (Tech);Tiempo completo;Mujeres;38;49099.46;3507.1
TRAB_01090;Madrid, Comunidad de;Hostelería;Tiempo completo;Hombres;31;11957.22;854.09
TRAB_01091;Andalucía;Información y comunicaciones (Tech);Tiempo parcial;Hombres;44;18576.04;1326.86
TRAB_01092;Comunitat Valenciana;Información y comunicaciones (Tech);Tiempo completo;Mujeres;46;25045.03;1788.93
TRAB_01093;Andalucía;Información y comunicaciones (Tech);Tiempo completo;Hombres;27;58420.92;4172.92
TRAB_01094;Madrid, Comunidad de;Hostelería;Tiempo parcial;Mujeres;63;10500.0;750.0
TRAB_01095;Cataluña;Hostelería;Tiempo parcial;Mujeres;34;15867.26;1133.38
TRAB_01096;Balears, Illes;Información y comunicaciones (Tech);Tiempo completo;Hombres;23;35524.76;2537.48
TRAB_01097;Galicia;Hostelería;Tiempo completo;Mujeres;32;21009.4;1500.67
TRAB_01098;Comunitat Valenciana;Hostelería;Tiempo parcial;Hombres;39;10500.0;750.0
TRAB_01099;Cataluña;Información y comunicaciones (Tech);Tiempo completo;Hombres;47;43917.14;3136.94
TRAB_01100;Galicia;Información y comunicaciones (Tech);Tiempo completo;Mujeres;42;47048.42;3360.6
TRAB_01101;Cataluña;Hostelería;Tiempo parcial;Hombres;51;12936.99;924.07
TRAB_01102;Madrid, Comunidad de;Hostelería;Tiempo parcial;Mujeres;37;10500.0;750.0
TRAB_01103;Cataluña;Hostelería;Tiempo completo;Mujeres;22;22058.69;1575.62
TRAB_01104;Comunitat Valenciana;Información y comunicaciones (Tech);Tiempo completo;Hombres;49;28608.46;2043.46
TRAB_01105;Madrid, Comunidad de;Hostelería;Tiempo parcial;Mujeres;33;13259.17;947.08
TRAB_01106;País Vasco;Hostelería;Tiempo parcial;Hombres;63;10944.07;781.72
TRAB_01107;Andalucía;Información y comunicaciones (Tech);Tiempo completo;Hombres;30;41820.34;2987.17
TRAB_01108;Cataluña;Hostelería;Tiempo completo;Hombres;25;18837.05;1345.5
TRAB_01109;Cataluña;Hostelería;Tiempo completo;Hombres;60;16714.06;1193.86
TRAB_01110;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Mujeres;58;38471.62;2747.97
TRAB_01111;País Vasco;Hostelería;Tiempo completo;Mujeres;43;14873.24;1062.37
TRAB_01112;Galicia;Hostelería;Tiempo completo;Hombres;31;16458.76;1175.63
TRAB_01113;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Mujeres;39;38692.85;2763.78
TRAB_01114;País Vasco;Información y comunicaciones (Tech);Tiempo completo;Hombres;60;48742.54;3481.61
TRAB_01115;Canarias;Hostelería;Tiempo parcial;Hombres;36;10500.0;750.0
TRAB_01116;Madrid, Comunidad de;Hostelería;Tiempo parcial;Hombres;27;10500.0;750.0
TRAB_01117;Canarias;Hostelería;Tiempo completo;Hombres;27;26396.18;1885.44
TRAB_01118;Comunitat Valenciana;Hostelería;Tiempo completo;Hombres;42;24050.61;1717.9
TRAB_01119;Comunitat Valenciana;Hostelería;Tiempo completo;Hombres;61;20699.23;1478.52
TRAB_01120;Cataluña;Información y comunicaciones (Tech);Tiempo completo;Hombres;41;24705.23;1764.66
TRAB_01121;Balears, Illes;Hostelería;Tiempo parcial;Mujeres;55;10500.0;750.0
TRAB_01122;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Hombres;49;31614.03;2258.14
TRAB_01123;Cataluña;Hostelería;Tiempo completo;Mujeres;34;27431.71;1959.41
TRAB_01124;Andalucía;Información y comunicaciones (Tech);Tiempo completo;Mujeres;30;42436.52;3031.18
TRAB_01125;Cataluña;Información y comunicaciones (Tech);Tiempo completo;Mujeres;51;41409.88;2957.85
TRAB_01126;Andalucía;Hostelería;Tiempo completo;Mujeres;46;15823.69;1130.26
TRAB_01127;Galicia;Hostelería;Tiempo parcial;Mujeres;31;10500.0;750.0
TRAB_01128;Comunitat Valenciana;Información y comunicaciones (Tech);Tiempo completo;Mujeres;34;36849.35;2632.1
TRAB_01129;Cataluña;Información y comunicaciones (Tech);Tiempo parcial;Hombres;40;28687.53;2049.11
TRAB_01130;Canarias;Información y comunicaciones (Tech);Tiempo parcial;Hombres;31;10500.0;750.0
TRAB_01131;Andalucía;Hostelería;Tiempo completo;Mujeres;25;10500.0;750.0
TRAB_01132;Cataluña;Hostelería;Tiempo completo;Mujeres;27;20771.87;1483.7
TRAB_01133;Comunitat Valenciana;Información y comunicaciones (Tech);Tiempo completo;Mujeres;28;14965.14;1068.94
TRAB_01134;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Mujeres;56;42803.42;3057.39
TRAB_01135;País Vasco;Información y comunicaciones (Tech);Tiempo completo;Hombres;62;28007.09;2000.51
TRAB_01136;País Vasco;Hostelería;Tiempo completo;Hombres;31;17137.55;1224.11
TRAB_01137;Andalucía;Información y comunicaciones (Tech);Tiempo parcial;Mujeres;59;28099.07;2007.08
TRAB_01138;Andalucía;Hostelería;Tiempo parcial;Mujeres;52;10500.0;750.0
TRAB_01139;Madrid, Comunidad de;Hostelería;Tiempo completo;Hombres;40;21407.82;1529.13
TRAB_01140;País Vasco;Hostelería;Tiempo completo;Hombres;35;21420.02;1530.0
TRAB_01141;Andalucía;Hostelería;Tiempo completo;Mujeres;32;18333.91;1309.57
TRAB_01142;País Vasco;Información y comunicaciones (Tech);Tiempo completo;Hombres;59;45396.85;3242.63
TRAB_01143;Balears, Illes;Información y comunicaciones (Tech);Tiempo completo;Hombres;41;33216.86;2372.63
TRAB_01144;Cataluña;Hostelería;Tiempo completo;Mujeres;47;24134.26;1723.88
TRAB_01145;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Hombres;40;34442.62;2460.19
TRAB_01146;Cataluña;Hostelería;Tiempo parcial;Hombres;30;10836.29;774.02
TRAB_01147;Comunitat Valenciana;Hostelería;Tiempo completo;Mujeres;38;14829.94;1059.28
TRAB_01148;Madrid, Comunidad de;Hostelería;Tiempo completo;Mujeres;35;23018.16;1644.15
TRAB_01149;Comunitat Valenciana;Hostelería;Tiempo parcial;Mujeres;54;10500.0;750.0
TRAB_01150;Balears, Illes;Hostelería;Tiempo parcial;Hombres;36;13268.1;947.72
TRAB_01151;Comunitat Valenciana;Información y comunicaciones (Tech);Tiempo completo;Hombres;32;28381.19;2027.23
TRAB_01152;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Hombres;54;30054.39;2146.74
TRAB_01153;Galicia;Hostelería;Tiempo parcial;Hombres;46;10500.0;750.0
TRAB_01154;Galicia;Hostelería;Tiempo completo;Mujeres;35;22206.79;1586.2
TRAB_01155;Cataluña;Hostelería;Tiempo completo;Mujeres;60;18318.93;1308.5
TRAB_01156;Galicia;Información y comunicaciones (Tech);Tiempo completo;Hombres;50;32996.51;2356.89
TRAB_01157;Galicia;Información y comunicaciones (Tech);Tiempo completo;Mujeres;58;38780.78;2770.06
TRAB_01158;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Mujeres;30;34469.15;2462.08
TRAB_01159;Madrid, Comunidad de;Hostelería;Tiempo parcial;Hombres;57;12015.13;858.22
TRAB_01160;Madrid, Comunidad de;Hostelería;Tiempo parcial;Hombres;57;13862.07;990.15
TRAB_01161;Galicia;Información y comunicaciones (Tech);Tiempo completo;Hombres;32;27408.91;1957.78
TRAB_01162;Andalucía;Información y comunicaciones (Tech);Tiempo completo;Mujeres;46;38565.67;2754.69
TRAB_01163;Madrid, Comunidad de;Hostelería;Tiempo parcial;Hombres;56;10860.14;775.72
TRAB_01164;Andalucía;Hostelería;Tiempo parcial;Mujeres;51;10500.0;750.0
TRAB_01165;Galicia;Información y comunicaciones (Tech);Tiempo completo;Mujeres;46;32283.42;2305.96
TRAB_01166;País Vasco;Hostelería;Tiempo completo;Mujeres;40;20260.29;1447.16
TRAB_01167;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo parcial;Hombres;29;31779.89;2269.99
TRAB_01168;Andalucía;Información y comunicaciones (Tech);Tiempo completo;Hombres;53;22246.38;1589.03
TRAB_01169;Andalucía;Hostelería;Tiempo completo;Hombres;36;10500.0;750.0
TRAB_01170;Andalucía;Información y comunicaciones (Tech);Tiempo completo;Hombres;31;28719.63;2051.4
TRAB_01171;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo parcial;Mujeres;38;21615.1;1543.94
TRAB_01172;Galicia;Información y comunicaciones (Tech);Tiempo completo;Hombres;27;30320.92;2165.78
TRAB_01173;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo parcial;Hombres;41;21271.86;1519.42
TRAB_01174;Andalucía;Hostelería;Tiempo parcial;Mujeres;58;10500.0;750.0
TRAB_01175;Cataluña;Hostelería;Tiempo completo;Mujeres;33;22638.13;1617.01
TRAB_01176;Madrid, Comunidad de;Hostelería;Tiempo completo;Mujeres;47;27066.05;1933.29
TRAB_01177;Madrid, Comunidad de;Hostelería;Tiempo completo;Hombres;39;18718.46;1337.03
TRAB_01178;Madrid, Comunidad de;Hostelería;Tiempo completo;Mujeres;30;12882.4;920.17
TRAB_01179;País Vasco;Hostelería;Tiempo parcial;Mujeres;42;10500.0;750.0
TRAB_01180;País Vasco;Hostelería;Tiempo parcial;Hombres;42;11527.61;823.4
TRAB_01181;País Vasco;Hostelería;Tiempo completo;Mujeres;55;20645.62;1474.69
TRAB_01182;Andalucía;Hostelería;Tiempo completo;Mujeres;55;15261.81;1090.13
TRAB_01183;Castilla y León;Información y comunicaciones (Tech);Tiempo completo;Hombres;53;16864.44;1204.6
TRAB_01184;Andalucía;Información y comunicaciones (Tech);Tiempo parcial;Hombres;48;16137.26;1152.66
TRAB_01185;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo parcial;Mujeres;39;22036.45;1574.03
TRAB_01186;Cataluña;Información y comunicaciones (Tech);Tiempo completo;Mujeres;31;26693.08;1906.65
TRAB_01187;Andalucía;Hostelería;Tiempo completo;Hombres;27;22219.65;1587.12
TRAB_01188;Andalucía;Hostelería;Tiempo completo;Mujeres;25;25780.11;1841.44
TRAB_01189;País Vasco;Información y comunicaciones (Tech);Tiempo parcial;Mujeres;47;20788.34;1484.88
TRAB_01190;Cataluña;Hostelería;Tiempo parcial;Hombres;60;12081.67;862.98
TRAB_01191;Madrid, Comunidad de;Hostelería;Tiempo completo;Mujeres;59;18914.26;1351.02
TRAB_01192;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Hombres;36;41735.27;2981.09
TRAB_01193;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Mujeres;45;41315.89;2951.13
TRAB_01194;Cataluña;Hostelería;Tiempo completo;Hombres;60;24519.21;1751.37
TRAB_01195;Andalucía;Información y comunicaciones (Tech);Tiempo completo;Hombres;24;24189.49;1727.82
TRAB_01196;Canarias;Hostelería;Tiempo parcial;Hombres;57;10739.97;767.14
TRAB_01197;Cataluña;Hostelería;Tiempo completo;Mujeres;36;21578.32;1541.31
TRAB_01198;Balears, Illes;Hostelería;Tiempo completo;Mujeres;31;18296.98;1306.93
TRAB_01199;Cataluña;Información y comunicaciones (Tech);Tiempo parcial;Mujeres;42;13962.49;997.32
TRAB_01200;Comunitat Valenciana;Información y comunicaciones (Tech);Tiempo completo;Mujeres;43;28670.81;2047.92
TRAB_01201;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Hombres;26;41884.61;2991.76
TRAB_01202;País Vasco;Información y comunicaciones (Tech);Tiempo parcial;Mujeres;46;19223.27;1373.09
TRAB_01203;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Hombres;51;40683.02;2905.93
TRAB_01204;Canarias;Información y comunicaciones (Tech);Tiempo completo;Hombres;22;37603.97;2686.0
TRAB_01205;Canarias;Información y comunicaciones (Tech);Tiempo completo;Hombres;50;19125.68;1366.12
TRAB_01206;Comunitat Valenciana;Información y comunicaciones (Tech);Tiempo completo;Hombres;25;40108.36;2864.88
TRAB_01207;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Mujeres;32;34721.24;2480.09
TRAB_01208;Madrid, Comunidad de;Hostelería;Tiempo parcial;Hombres;45;10591.05;756.5
TRAB_01209;Madrid, Comunidad de;Hostelería;Tiempo parcial;Hombres;36;12534.69;895.34
TRAB_01210;Andalucía;Información y comunicaciones (Tech);Tiempo completo;Mujeres;56;24475.17;1748.23
TRAB_01211;Cataluña;Hostelería;Tiempo completo;Hombres;48;20117.74;1436.98
TRAB_01212;Cataluña;Hostelería;Tiempo completo;Hombres;56;15367.14;1097.65
TRAB_01213;Andalucía;Hostelería;Tiempo parcial;Mujeres;58;10500.0;750.0
TRAB_01214;País Vasco;Información y comunicaciones (Tech);Tiempo completo;Hombres;49;35220.67;2515.76
TRAB_01215;Andalucía;Hostelería;Tiempo parcial;Mujeres;59;10500.0;750.0
TRAB_01216;Madrid, Comunidad de;Hostelería;Tiempo parcial;Mujeres;29;10727.89;766.28
TRAB_01217;Comunitat Valenciana;Información y comunicaciones (Tech);Tiempo completo;Hombres;24;20155.69;1439.69
TRAB_01218;Comunitat Valenciana;Hostelería;Tiempo completo;Mujeres;44;14598.89;1042.78
TRAB_01219;Comunitat Valenciana;Hostelería;Tiempo completo;Mujeres;32;15112.42;1079.46
TRAB_01220;Madrid, Comunidad de;Hostelería;Tiempo parcial;Mujeres;49;10500.0;750.0
TRAB_01221;Galicia;Hostelería;Tiempo completo;Hombres;30;18237.24;1302.66
TRAB_01222;Cataluña;Hostelería;Tiempo completo;Hombres;57;18319.89;1308.56
TRAB_01223;Cataluña;Hostelería;Tiempo completo;Hombres;25;13520.23;965.73
TRAB_01224;Andalucía;Hostelería;Tiempo completo;Hombres;53;16094.91;1149.64
TRAB_01225;Madrid, Comunidad de;Hostelería;Tiempo parcial;Hombres;25;14789.31;1056.38
TRAB_01226;Castilla y León;Información y comunicaciones (Tech);Tiempo completo;Hombres;52;33796.74;2414.05
TRAB_01227;Galicia;Hostelería;Tiempo completo;Mujeres;46;14886.15;1063.3
TRAB_01228;Madrid, Comunidad de;Hostelería;Tiempo completo;Mujeres;43;18453.83;1318.13
TRAB_01229;Galicia;Hostelería;Tiempo parcial;Hombres;58;10500.0;750.0
TRAB_01230;Cataluña;Información y comunicaciones (Tech);Tiempo completo;Mujeres;24;30859.35;2204.24
TRAB_01231;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Hombres;35;35882.98;2563.07
TRAB_01232;Andalucía;Hostelería;Tiempo parcial;Mujeres;59;10500.0;750.0
TRAB_01233;Cataluña;Hostelería;Tiempo completo;Hombres;52;10500.0;750.0
TRAB_01234;Comunitat Valenciana;Hostelería;Tiempo completo;Mujeres;24;18751.99;1339.43
TRAB_01235;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Hombres;53;44705.36;3193.24
TRAB_01236;Canarias;Hostelería;Tiempo parcial;Mujeres;43;10500.0;750.0
TRAB_01237;Madrid, Comunidad de;Hostelería;Tiempo completo;Hombres;28;24446.66;1746.19
TRAB_01238;Cataluña;Hostelería;Tiempo completo;Mujeres;26;20043.85;1431.7
TRAB_01239;Madrid, Comunidad de;Hostelería;Tiempo parcial;Hombres;47;10500.0;750.0
TRAB_01240;Andalucía;Información y comunicaciones (Tech);Tiempo parcial;Mujeres;39;18870.38;1347.88
TRAB_01241;Cataluña;Hostelería;Tiempo completo;Mujeres;24;24739.65;1767.12
TRAB_01242;Canarias;Hostelería;Tiempo parcial;Mujeres;55;10500.0;750.0
TRAB_01243;Andalucía;Hostelería;Tiempo parcial;Hombres;42;10500.0;750.0
TRAB_01244;Galicia;Hostelería;Tiempo parcial;Mujeres;41;10500.0;750.0
TRAB_01245;Galicia;Hostelería;Tiempo completo;Mujeres;40;18046.39;1289.03
TRAB_01246;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Hombres;51;40228.47;2873.46
TRAB_01247;Madrid, Comunidad de;Hostelería;Tiempo completo;Mujeres;29;13327.99;952.0
TRAB_01248;Andalucía;Hostelería;Tiempo completo;Mujeres;53;18336.71;1309.76
TRAB_01249;Comunitat Valenciana;Hostelería;Tiempo completo;Mujeres;33;21502.04;1535.86
TRAB_01250;País Vasco;Información y comunicaciones (Tech);Tiempo completo;Mujeres;35;35718.38;2551.31
TRAB_01251;Cataluña;Hostelería;Tiempo completo;Hombres;49;21812.65;1558.05
TRAB_01252;Comunitat Valenciana;Hostelería;Tiempo completo;Hombres;30;18432.72;1316.62
TRAB_01253;Andalucía;Hostelería;Tiempo completo;Hombres;54;19494.42;1392.46
TRAB_01254;Madrid, Comunidad de;Hostelería;Tiempo parcial;Hombres;24;12658.22;904.16
TRAB_01255;País Vasco;Información y comunicaciones (Tech);Tiempo completo;Hombres;52;37435.79;2673.99
TRAB_01256;Madrid, Comunidad de;Hostelería;Tiempo parcial;Hombres;28;12408.37;886.31
TRAB_01257;Cataluña;Hostelería;Tiempo parcial;Mujeres;43;10500.0;750.0
TRAB_01258;País Vasco;Información y comunicaciones (Tech);Tiempo parcial;Hombres;29;14151.15;1010.8
TRAB_01259;Madrid, Comunidad de;Hostelería;Tiempo parcial;Hombres;43;12739.59;909.97
TRAB_01260;Balears, Illes;Información y comunicaciones (Tech);Tiempo completo;Hombres;38;34750.38;2482.17
TRAB_01261;Castilla y León;Hostelería;Tiempo parcial;Mujeres;60;11982.34;855.88
TRAB_01262;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Hombres;55;26441.19;1888.66
TRAB_01263;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Hombres;57;57820.93;4130.07
TRAB_01264;Madrid, Comunidad de;Hostelería;Tiempo parcial;Mujeres;29;10612.91;758.06
TRAB_01265;País Vasco;Hostelería;Tiempo parcial;Mujeres;62;10500.0;750.0
TRAB_01266;País Vasco;Hostelería;Tiempo completo;Hombres;46;17937.36;1281.24
TRAB_01267;País Vasco;Información y comunicaciones (Tech);Tiempo completo;Hombres;34;43070.94;3076.5
TRAB_01268;Andalucía;Hostelería;Tiempo completo;Mujeres;52;23501.1;1678.65
TRAB_01269;Cataluña;Hostelería;Tiempo completo;Mujeres;24;29284.02;2091.72
TRAB_01270;Madrid, Comunidad de;Hostelería;Tiempo parcial;Mujeres;59;12327.65;880.55
TRAB_01271;Andalucía;Hostelería;Tiempo parcial;Hombres;24;11082.64;791.62
TRAB_01272;Cataluña;Hostelería;Tiempo parcial;Hombres;41;11310.87;807.92
